"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Vantrela ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","207975","TEVA BRANDED PHARM","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39"
"Venclexta","Venetoclax","TABLET;ORAL","208573","ABBVIE INC","06/12/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208573s018lbl.pdf#page=46"
"Venclexta","Venetoclax","TABLET;ORAL","208573","ABBVIE INC","06/12/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208573s011s014s015lbl.pdf#page=47"
"Venlafaxine Hydrochloride","Venlafaxine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022104","OSMOTICA PHARM","12/19/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022104s016lbl.pdf#page=35"
"Vibativ","Telavancin","INJECTABLE; INJECTION","022407","THERAVANCE INC","06/21/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Vibativ","Telavancin Hydrochloride","POWDER;INTRAVENOUS","022110","CUMBERLAND PHARMS","07/07/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM183838.pdf"
"Viberzi","Eluxadoline","TABLET;ORAL","206940","ALLERGAN HOLDINGS","06/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206940s007lbl.pdf#page=20"
"Vicoprofen","Hydrocodone Bitartrate; Ibuprofen","TABLET;ORAL","020716","ABBVIE","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/020716s012s013s014s015s016lbl.pdf#page=36"
"Victoza","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022341s031lbl.pdf#page=34"
"Victoza","Liraglutide Recombinant","SOLUTION;SUBCUTANEOUS","022341","NOVO NORDISK INC","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022341s035lbl.pdf#page=32"
"Victrelis","Boceprevir","CAPSULE;ORAL","202258","MERCK SHARP DOHME","01/30/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM255471.pdf"
"Videx","Didanosine","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s054lbl.pdf#page=34"
"Videx","Didanosine","FOR SOLUTION;ORAL","020156","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020156s053lbl.pdf#page=32"
"Videx EC","Didanosine","CAPSULE, DELAYED REL PELLETS;ORAL","021183","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021183s029lbl.pdf#page=33"
"Viekira Pak (Copackaged)","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, TABLET;ORAL","206619","ABBVIE INC","12/06/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206619s018lbl.pdf#page=50"
"Viekira Pak (Copackaged)","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, TABLET;ORAL","206619","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206619s020lbl.pdf#page=49"
"Viekira XR","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208624s006lbl.pdf?page48"
"Viekira XR","Dasabuvir Sodium; Ombitasvir; Paritaprevir; Ritonavir","TABLET, EXTENDED RELEASE;ORAL","208624","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208624s008lbl.pdf#page=49"
"Viibryd","Vilazodone Hydrochloride","TABLET;ORAL","022567","ALLERGAN","01/31/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022567s020lbl.pdf#page=17"
"Viibryd","Vilazodone Hydrochloride","TABLET;ORAL","022567","ALLERGAN","01/31/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022567s021lbl.pdf#page=17"
"Vimovo","Esomeprazole Magnesium; Naproxen","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022511s023lbl.pdf#page=38"
"Vimovo","Esomeprazole Magnesium; Naproxen","TABLET, DELAYED RELEASE;ORAL","022511","HORIZON","07/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022511s024lbl.pdf#page=38"
"Vimpat","Lacosamide","SOLUTION;ORAL","022255","UCB INC","06/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022253s045,022254s035,022255s026lbl.pdf#page=26"
"Vimpat","Lacosamide","TABLET;ORAL","022253","UCB INC","06/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022253s045,022254s035,022255s026lbl.pdf#page=26"
"Vimpat","Lacosamide","SOLUTION;INTRAVENOUS","022254","UCB INC","06/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022253s045,022254s035,022255s026lbl.pdf#page=26"
"Viramune","Nevirapine","TABLET;ORAL","020636","BOEHRINGER INGELHEIM","09/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020636s050,020933s040lbl.pdf#page=19"
"Viramune","Nevirapine","SUSPENSION;ORAL","020933","BOEHRINGER INGELHEIM","09/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020636s050,020933s040lbl.pdf#page=19"
"Viramune XR","Nevirapine","TABLET, EXTENDED RELEASE;ORAL","201152","BOEHRINGER INGELHEIM","09/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/201152s013lbl.pdf#page=18"
"Visicol","Sodium Phosphate, Dibasic Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021097","SALIX PHARMS","03/07/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM134684.pdf"
"Vituz","Chlorpheniramine Maleate; Hydrocodone Bitartrate","SOLUTION;ORAL","204307","PERSION","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204307s004lbl.pdf#page=25"
"Vivactil","Protriptyline Hydrochloride","TABLET;ORAL","016012","TEVA WOMENS","07/17/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Vivactil.pdf"
"Vivitrol","Naltrexone","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","021897","ALKERMES","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021897s045lbl.pdf#page=32"
"Vogelxo","Testosterone","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204399s010lbl.pdf#page=22"
"Vogelxo","Testosterone","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Vogelxo","Testosterone","GEL, METERED;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204399s010lbl.pdf#page=22"
"Vogelxo","Testosterone","GEL;TRANSDERMAL","204399","UPSHER SMITH LABS","04/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204399s012lbl.pdf#page=23"
"Voltaren","Diclofenac Sodium","TABLET, DELAYED RELEASE;ORAL","019201","NOVARTIS","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089822.pdf"
"Voltaren Arthritis Pain","Diclofenac Sodium","GEL;TOPICAL","022122","GLAXOSMITHKLINE CONS","02/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022122s011lbl.pdf#page=22"
"Voltaren-XR","Diclofenac Sodium","TABLET, EXTENDED RELEASE;ORAL","020254","NOVARTIS","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501669.pdf"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","08/17/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022465s024s025lbl.pdf#page=26"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","08/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022465s030lbl.pdf#page=27"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","08/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022465s028lbl.pdf#page=27"
"Votrient","Pazopanib Hydrochloride","TABLET;ORAL","022465","NOVARTIS","08/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022465s029lbl.pdf#page=29"
"Vraylar","Cariprazine Hydrochloride","CAPSULE;ORAL","204370","ALLERGAN","05/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204370s006lbl.pdf#page=39"
"Vyvanse","Lisdexamfetamine Dimesylate","CAPSULE;ORAL","021977","TAKEDA PHARMS USA","07/31/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/ 021977s034,208510s002lbl.pdf#page=38"
"Vyvanse","Lisdexamfetamine Dimesylate","TABLET, CHEWABLE;ORAL","208510","TAKEDA PHARMS USA","07/31/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021977s034,208510s002lbl.pdf#page=38"
"Wellbutrin","Bupropion Hydrochloride","TABLET;ORAL","018644","GLAXOSMITHKLINE","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018644s054lbl.pdf#page=32"
"Wellbutrin SR","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020358","GLAXOSMITHKLINE","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020358s061lbl.pdf#page=34"
"Wellbutrin XL","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021515","VALEANT INTL","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021515s036lbl.pdf#page=28"
"Wellbutrin XL","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021515","VALEANT INTL","11/05/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021515s040lbl.pdf#page=28"
"Xanax","Alprazolam","TABLET;ORAL","018276","UPJOHN","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018276s052lbl.pdf#page=24"
"Xanax XR","Alprazolam","TABLET, EXTENDED RELEASE;ORAL","021434","UPJOHN","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/021434s016lbl.pdf#page=24"
"Xarelto","Rivaroxaban","TABLET;ORAL","022406","JANSSEN PHARMS","03/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022406s027,202439s034lbl.pdf#page=60"
"Xarelto","Rivaroxaban","TABLET;ORAL","202439","JANSSEN PHARMS","03/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022406s027,202439s034lbl.pdf#page=60"
"Xarelto","Rivaroxaban","TABLET;ORAL","202439","JANSSEN PHARMS","03/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202439s031,022406s035lbl.pdf#page=60"
"Xarelto","Rivaroxaban","TABLET;ORAL","022406","JANSSEN PHARMS","03/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202439s031,022406s035lbl.pdf#page=60"
"Xartemis XR","Acetaminophen; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","204031","MALLINCKRODT INC","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204031s004s005lbl.pdf#page=34"
"Xeljanz","Tofacitinib Citrate","TABLET;ORAL","203214","PF PRISM CV","12/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/203214s023,208246s011lbl.pdf#page=52"
"Xeljanz XR","Tofacitinib Citrate","TABLET, EXTENDED RELEASE;ORAL","208246","PFIZER","12/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208246s009lbl.pdf#page=55"
"Xenazine","Tetrabenazine","TABLET;ORAL","021894","VALEANT PHARMS NORTH","09/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021894s013lbl.pdf#page=24"
"Xeomin","Incobotulinumtoxina","INJECTABLE; INJECTION","125360","MERZ PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125360s078lbl.pdf#page=21"
"Xeomin","Incobotulinumtoxina","INJECTABLE; INJECTION","125360","MERZ PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125360s074lbl.pdf#page=19"
"Xgeva","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","06/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125320s205lbl.pdf#page=30"
"Xgeva","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","06/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125320s202lbl.pdf#page=30"
"Xiaflex","Collagenase Clostridium Histolyticum","SOLUTION; INJECTION","125338","AUXILIUM PHARMS","09/26/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/125338s0040mg.pdf"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","02/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205649s014lbl.pdf#page=52"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","02/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/205649s013lbl.pdf#page=52"
"Xigduo XR","Dapagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205649","ASTRAZENECA AB","02/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/205649s011lbl.pdf#page=52"
"Xolair","Omalizumab","VIAL","103976","GENENTECH","05/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103976s5234lbl.pdf#page=33"
"Xospata","Gilteritinib Fumarate","TABLET;ORAL","211349","ASTELLAS","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211349s001lbl.pdf#page=18"
"Xpovio","Selinexor","TABLET;ORAL","212306","KARYOPHARM THERAPS","06/22/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212306s001lbl.pdf#page=24"
"Xtampza ER","Oxycodone","CAPSULE, EXTENDED RELEASE;ORAL","208090","COLLEGIUM PHARM INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208090s012lbl.pdf#page=38"
"Xultophy 100/3.6","Insulin Degludec; Liraglutide","SOLUTION;SUBCUTANEOUS","208583","NOVO","11/15/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208583s014s015lbl.pdf#page=40"
"Xyosted (Autoinjector)","Testosterone Enanthate","SOLUTION;SUBCUTANEOUS","209863","ANTARES PHARMA INC","11/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209863s000lbl.pdf#page=16"
"Xyrem","Sodium Oxybate","SOLUTION;ORAL","021196","JAZZ PHARMS","07/21/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021196s033s034lbl.pdf#page=27"
"Xyrem","Sodium Oxybate","SOLUTION;ORAL","021196","JAZZ PHARMS","07/21/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021196s030lbl.pdf#page=26"
"Yervoy","Ipilimumab","INJECTABLE; INJECTION","125377","BRISTOL MYERS SQUIBB","08/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125377s111lbl.pdf#page=55"
"Yondelis","Trabectedin","POWDER;INTRAVENOUS","207953","JANSSEN PRODS","06/03/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207953s004lbl.pdf#page=20"
"Yosprala","Aspirin; Omeprazole","TABLET, DELAYED RELEASE;ORAL","205103","GENUS LIFESCIENCES","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205103s004lbl.pdf#page=37"
"Yupelri","Revefenacin","SOLUTION;INHALATION","210598","MYLAN IRELAND LTD","05/21/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210598s000lbl.pdf#page=16"
"Zarontin","Ethosuximide","CAPSULE;ORAL","012380","PARKE DAVIS","05/17/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/012380s034mg.pdf"
"Zegerid","Omeprazole; Sodium Bicarbonate","FOR SUSPENSION;ORAL","021636","SALIX","09/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021636s020,021849s015lbl.pdf#page=30"
"Zegerid","Omeprazole; Sodium Bicarbonate","CAPSULE;ORAL","021849","SALIX","09/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021636s020,021849s015lbl.pdf#page=30"
"Zelboraf","Vemurafenib","TABLET;ORAL","202429","HOFFMANN LA ROCHE","05/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202429s016lbl.pdf#page=21"
"Zenpep","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022210","ZENPEP","03/20/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM180714.pdf"
"Zerit","Stavudine","CAPSULE;ORAL","020412","BRISTOL MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"Zerit","Stavudine","FOR SOLUTION;ORAL","020413","BRISTOL-MYERS SQUIBB","12/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020412s041,020413s033lbl.pdf#page=29"
"Ziagen","Abacavir Sulfate","TABLET;ORAL","020977","VIIV HLTHCARE","05/09/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020977s033s034,020978s036s037lbl.pdf#page=27"
"Ziagen","Abacavir Sulfate","SOLUTION;ORAL","020978","VIIV HLTHCARE","05/09/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020977s033s034,020978s036s037lbl.pdf#page=27"
"Zinbryta","Daclizumab","INJECTABLE;INJECTION","761029","BIOGEN","11/01/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761029s001lbl.pdf#page=24"
"Zipsor","Diclofenac Potassium","CAPSULE;ORAL","022202","ASSERTIO","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM243355.pdf"
"Zohydro ER","Hydrocodone Bitartrate","CAPSULE, EXTENDED RELEASE;ORAL","202880","PERSION","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202880s019lbl.pdf#page=29"
"Zoloft","Sertraline Hydrochloride","TABLET;ORAL","019839","UPJOHN","12/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019839s091lbl.pdf#page=27"
"Zoloft","Sertraline Hydrochloride","CONCENTRATE;ORAL","020990","UPJOHN","12/08/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019839s091lbl.pdf#page=27"
"Zolpidem Tartrate","Zolpidem Tartrate","TABLET;ORAL","076062","STRIDES PHARMA","04/23/2007","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Zolpidem.pdf"
"Zolpimist","Zolpidem Tartrate","SPRAY, METERED;ORAL","022196","AYTU","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19"
"Zonegran","Zonisamide","CAPSULE;ORAL","020789","SUNOVION PHARMS INC","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25"
"Zonegran","Zonisamide","CAPSULE;ORAL","020789","SUNOVION PHARMS INC","04/13/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM152828.pdf"
"Zontivity","Vorapaxar Sulfate","TABLET;ORAL","204886","TOPROL","11/07/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf"
"Zortress","Everolimus","TABLET;ORAL","021560","NOVARTIS","08/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021560Orig1s022lbl.pdf#page=31"
"Zortress","Everolimus","TABLET;ORAL","021560","NOVARTIS","08/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021560s021lbl.pdf#page=32"
"Zorvolex","Diclofenac","CAPSULE;ORAL","204592","ZYLA","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM372061.pdf"
"Zubsolv","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","204242","OREXO US INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204242s017lbl.pdf#page=18"
"Zulresso","Brexanolone","SOLUTION;INTRAVENOUS","211371","SAGE THERAP","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211371s002lbl.pdf#page=20"
"Zurampic","Lesinurad","TABLET;ORAL","207988","IRONWOOD PHARMS INC","08/04/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17"
"Zutripro","Chlorpheniramine Maleate; Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022439","PERSION","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28"
"Zyban","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020711","GLAXOSMITHKLINE","07/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020711s048lbl.pdf#page=37"
"Zydelig","Idelalisib","TABLET;ORAL","205858","GILEAD SCIENCES INC","10/10/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205858s011lbl.pdf#page=1"
"Zyprexa","Olanzapine","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa","Olanzapine","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020592s072,021086s047,021253s060lbl.pdf#page=37"
"Zyprexa","Olanzapine","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf#page=37"
"Zyprexa","Olanzapine","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf#page=37"
"Zyprexa","Olanzapine","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020592s072,021086s047,021253s060lbl.pdf#page=37"
"Zyprexa","Olanzapine","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa Relprevv","Olanzapine Pamoate","SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","022173","ELI LILLY CO","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022173s036lbl.pdf#page=29"
